"","white","black","hisp","marnvr","marapt","agelt20","age2024","age2534","age3544","agege45","agelt24","agege24","agelt30","agege30","anyernpq8","anyernpq6","anyernpq5","anyernpq4","anyernpq3","anyernpq2","anyernpq1","anyadcpq7","anyadcpq6","anyadcpq5","anyadcpq4","anyadcpq3","anyadcpq2","anyadcpq1","anyfstpq7","anyfstpq6","anyfstpq5","anyfstpq4","anyfstpq3","anyfstpq2","anyfstpq1","nohsged","hsged","applcant","anyernpq","anyadcpq","anyfstpq","yrern","yremp","yradc","yrfst","yrernsq","yrvad","yrkvad","yrvfs","ernpq8","ernpq6","ernpq5","ernpq4","ernpq3","ernpq2","ernpq1","adcpq7","adcpq6","adcpq5","adcpq4","adcpq3","adcpq2","adcpq1","fstpq7","fstpq6","fstpq5","fstpq4","fstpq3","fstpq2","fstpq1","treatmnt","on_welfare"
"787",0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1059.20835885998,32.3576489681669,7198.14915188816,1142.94677474231,46751733.5655339,94.1193745853092,1019.15788487852,159.898321579144,166.239244231719,-411.177863559279,-1134.3953414205,-64.9077335724164,745.839084413831,1960.83494999919,-27.317203470332,1285.9300046673,1712.24423206716,1133.29620826394,1004.58052085453,703.994819694583,840.753556616901,1279.71889479989,696.534324171331,851.003480720555,605.356387580283,780.182817441367,497.855639831189,676.862534957252,397.303529282165,1,1
"788",1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,7403.1230736137,123.813383109607,1697.09690369093,-82.8807552099588,22300291.3951301,62.9014473316717,131.230517635648,87.8835390547671,409.45220578487,-310.928752534674,-698.987681249455,812.440713718041,2395.48376441043,4201.12686298429,1641.0942832705,1091.23993220767,1114.16722669691,1446.59787382156,1745.06661120362,1117.60780596656,646.807426787695,-455.088771968792,217.771310980824,493.916167001585,375.171617214658,482.639045482758,69.0311284739304,-98.1777093729166,61.0411043664858,0,1
"789",1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,10897.8181262976,97.5841756235281,-77.3011387760211,1611.20101677323,84573819.7077977,-6.02125216454255,69.1208850382483,-19.9586952776818,-233.630680828622,475.38737475746,1736.73434739282,3361.17135521349,2410.44992487748,2596.84817290444,2530.80172371124,284.575098137067,-351.938543915303,310.574466435962,420.542352872373,-142.860296332639,-484.261011721836,-626.922629493073,269.749098267282,27.8037937491552,-180.574553019318,49.9351713412875,-94.9339045272412,-50.9829009687656,124.154976888362,0,1
"790",0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,-1698.06648298121,109.847340752698,799.46248759779,-736.934050250776,38905804.9193363,-36.9026296681452,62.3353146120913,12.102103946094,76.8144784778751,90.718117925603,-746.803475653036,1199.29302917119,656.274776823144,-730.869226930779,-47.6509599181076,306.110233953473,140.300782972408,364.621183742761,428.592282858099,-350.042596552758,253.325102402287,-206.029135982822,41.7945390719425,228.839602911333,333.324328705051,-149.34665206604,-55.8310783524019,129.291247280424,-330.48101263524,0,1
"791",1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,-231.427326620723,38.4059954505934,6646.13273359981,3823.16104486499,29130124.3849308,64.8609838608546,1274.98745217645,113.941190784038,-1357.34614426792,683.518770102584,-39.7368526733237,99.9008865490655,1430.56083221515,579.887072490528,1305.40934320929,2171.58255400756,1889.97676949589,1572.47831093775,2064.52406841095,1259.38301862384,1558.92054968911,1393.34031406653,797.199342810107,806.570990959677,628.854732244494,932.98059236391,1169.37058525565,726.874357617313,1334.38282983242,1,1
"792",1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4177.569540223,109.228605554164,7980.85718933578,2066.79418764944,25099927.2798001,89.2714215458489,1493.2724863816,102.811467396043,1942.93458769035,-256.014431454638,381.266989334141,-408.448069958916,-790.807038924659,409.326392856306,-70.1145686405644,1505.54078110205,1622.09238455977,2177.04071815602,2885.70079088131,2047.59697286973,1777.65868870351,1654.23340129424,437.459086475274,840.090238235925,348.733776457912,903.665440699816,959.384119332827,559.56717919162,994.095432548841,0,1
"793",0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,448.268438881521,-28.1723670396692,3381.44346481311,816.310235877375,-53668993.1635877,31.3845971241279,-77.2586765339719,16.6966459257763,-504.930380850814,495.458839443186,2008.22103307265,1074.95816596624,432.010934978305,1226.50988741239,485.461869214125,-255.864171621387,1187.62822468131,841.952840720527,115.206690115054,-357.326203554719,-62.2087015489171,-491.633226061094,3.78028544597089,60.5828595803891,-63.1427552753131,-210.693221953756,23.5445312930646,142.683347059614,-391.085296465993,1,0
"794",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,2990.10126730679,95.0993427339199,393.508864837146,-676.44402216913,-35094817.277162,-19.8167496371147,-651.805155651002,-7.5728187146832,824.273525771255,1018.80751170313,-454.435346324605,-338.620385180352,325.18681372529,-715.885228352382,-1555.87636167207,-475.41945973645,454.598114245752,-971.973575928634,-590.010905356871,356.026707867479,-167.608250891063,-684.053177292042,130.570837483187,118.627789992629,86.6711948361061,33.8119727297621,187.613215615848,146.396176074648,-35.1947673542781,1,1
"795",0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,-587.690546397152,-6.6069749156539,3964.01272030519,1619.70603788777,-126166189.098529,76.1971694256081,1362.99160720543,96.9225240554527,1048.80134829197,-685.423038865819,278.140859932394,640.818171166766,-1067.07111251288,1920.93868748031,326.889606715501,949.722556236132,1894.43519314302,1140.53972499831,1958.81476185192,1617.08463173298,1059.27820188352,1229.63129317494,227.724246273777,452.849805674376,403.103229964466,505.479088206604,522.244232711322,491.122206926594,352.568840042463,1,1
"796",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,-2738.69868500092,-9.74671074529465,3175.63349812628,43.8886099312159,-21055260.4154643,-13.0328562238052,88.4700235327146,9.7307315334308,1064.83939461584,-1433.8624836255,61.4059465542711,113.146683196847,203.00807585942,-850.647132725776,722.9625100457,-745.708695014841,928.106853687981,413.183323255406,-339.571426581596,-412.91372914023,-605.085747776404,789.192575742145,236.416600804254,-161.708717762371,327.668892580641,-240.425292961567,-46.1841559004496,-176.051914654152,-104.571233009069,1,1
"797",0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,-29.067823717738,0.435074753940704,-439.041327612366,-611.06819884364,-31601958.8791449,176.657162534621,273.142610895727,60.9396409236306,1799.55459948045,995.341440750192,-379.064982022339,-1141.81521218219,-1813.51961648956,-267.289554055378,-656.518260434865,362.520667002109,299.410741918017,372.223917177158,587.183968592361,-454.522035993907,-143.162530497516,30.2477542015222,58.0020051124291,66.3119377100733,211.773709249634,-245.886955858435,-240.213248924918,180.045144880069,228.246506679987,0,1
"798",1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,-559.091572364827,92.7249137926692,8246.68168638556,2392.07520354568,72312987.3430165,76.8585736952192,1413.50382927795,112.955752055968,-165.889082014098,-2151.65613740291,320.509684849271,-670.883800576157,-1438.45923108694,-1384.6254099975,3536.4534368999,3146.65955807771,1989.89303370705,2620.23739313068,2351.02895513442,2411.82610210027,2166.20379090228,1389.08673725314,628.276177459701,654.45731119359,408.701834636963,820.332039690212,971.001832846636,1063.09555017685,618.881854756278,1,1
"799",1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,-6906.9598661496,29.1262569892012,-3547.56496038675,-284.838841177401,-98363311.9160594,17.2890899327399,-296.16968832974,-42.3740796710216,1372.39497605475,189.61442671608,-493.127690931484,-89.0400452796035,453.562670127146,1282.59488180598,65.0744182243268,-209.774567813455,167.1487038256,-11.1929761335831,459.143234604765,98.8168659707986,548.004651328642,25.780170491927,96.0626072046033,133.697340187563,-108.975699988255,-52.2367394390063,79.9585215610174,387.526008523176,139.068455645218,0,1
"800",0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,4110.4531405778,160.762874120963,2910.25659044726,1363.68243699676,89868850.0166308,92.167937107624,1206.12003709653,130.572814854774,-71.395402508813,1702.87214189365,818.260550206453,1372.34390421696,-394.784007731192,150.819558610701,153.862947703175,1035.02473539175,1196.44469942111,531.02192916328,1443.78525634465,1727.14469331636,1753.12707509194,1460.04174971944,211.098916870267,286.182343424984,752.477941694404,467.187973293587,415.504200264511,882.308618711043,798.33929872411,0,1
"801",0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,-2891.72321743464,-15.7159691366746,7787.16543218153,1780.11154643546,-16675290.6575106,130.878499952877,1235.23856605412,110.997940625905,380.086813372875,-1953.14287646175,5.70555558169919,-55.058858886955,1099.13887961661,602.111563645318,529.282105164707,1109.2312112639,2137.9496478019,1850.58662204369,1282.15525495206,2368.79562274443,931.588282515152,940.10782576345,-68.0377381272249,21.7275793591507,-366.212620886146,82.3011050345323,875.16717852579,575.337291345629,799.80992454636,0,0
"802",0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,13041.7022641171,43.1780304619178,1890.76809904857,1568.20580907859,256232971.620675,104.94131343344,349.440459818749,113.536049691512,1171.81221000299,1879.01343445293,3646.58299154537,3134.48905571958,6466.65083598325,5431.58545795398,1553.92773576762,-524.327547719885,-301.313149673265,28.5346845257449,217.726846566486,-296.311848566539,1289.18571876938,434.451715700758,-19.7907903531331,-135.235187550105,-95.4342074982514,-45.1145089839339,-2.1166489493364,318.767865126199,594.767178327656,1,1
"803",1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,2647.94936344507,8.36803271491915,8830.62627733487,2430.23564057689,101312992.636295,114.1148164408,320.485330294835,56.9323037156998,-1872.84838083236,-42.6671200933299,-675.154412982056,128.956890316079,-1497.56141444076,-776.02441436323,313.425783355028,-384.025279860092,384.542386824816,-37.7710591238281,-50.2193750344975,353.090012181439,3501.64610039018,3218.47423828207,69.8946455082192,-158.21120573375,77.6230350721733,-255.459627174125,1236.20569883867,1179.63680327443,1298.68527419095,1,0
"804",1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1768.44170529522,94.6612425564328,2539.7231651813,-10.6368832743803,2278255.0440645,-2.78376743660374,-38.7795455530566,14.8479020604046,3528.58620609682,1043.52468266896,1644.29010727683,1596.17843209912,1062.83554269964,520.88191634018,240.107051340819,-121.191789845452,73.4996872779687,409.228065801362,-15.491246240185,-96.9336495584112,447.862621174095,296.563573526656,216.464159154989,-149.373625154996,-150.222834763804,111.492634587919,-339.196668564465,-145.33541527061,-144.523055157886,0,0
"805",1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,9204.68738145097,99.2119481391862,-435.01880075941,-56.4721087882011,79410215.5210367,39.0073028077928,-263.531836261691,122.89535688059,2683.45297724651,4878.4225711743,3778.51799462227,1851.41812697229,4598.05396825075,4289.87398458251,2053.44850280392,-56.0260922970036,634.453309443782,397.106990968086,290.148866313471,341.779242363267,996.432535640532,199.30689819406,-58.2155828148468,-152.208203241131,83.3233669069388,96.8052711379827,35.7834329443447,62.7649574552213,887.223299936961,1,1
"806",0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,-173.430996524651,82.6091259612361,-1370.08432309897,300.218029028383,56931667.9663334,92.457637517397,420.310339893326,120.632411830118,1106.19850530453,-667.697316191425,719.546796887533,-366.985168022041,214.083517460857,-1005.75227153893,-806.167995413319,604.877185876082,-41.7365853951997,-482.676839809097,-30.4152073541546,-129.393647857288,519.739205251984,760.166041990512,-292.516726244485,222.232496807202,70.3899881007851,-98.8847027638851,-71.934204194576,-63.5678329342061,346.614929335799,0,0
"807",1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,-1133.32426514786,24.1949228817253,9319.64153127227,4407.54332160613,-23530314.8856987,126.431080433685,854.707839939752,122.830476224493,378.367722108365,-355.154768718039,-92.7849400054839,-819.43619819345,21.3485789980072,-273.889425328228,-211.012724816947,2172.80311490795,3757.6466006511,2653.61380719215,1503.13635179427,1139.68092601538,2376.31054778113,1916.8051819058,618.209722942751,848.481685300001,629.052892261818,735.157320848168,842.153950892459,1230.67671898952,970.136992602332,1,1
"808",1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,3851.61279282821,159.870108069126,5982.17398438365,2691.76439851444,-99576853.303457,77.8512065457334,944.585888736574,109.435084238149,909.785644360197,582.629724366406,-1125.42532669356,1256.9671156345,860.927971496273,1476.94150910478,17.1980655647561,1881.98557523569,1902.96145286222,1722.83338411686,936.80775522826,1545.94786996006,1564.72443551331,1014.15272211269,379.376602119808,397.551419243366,853.418810473547,812.050613168417,566.661947865314,175.04513553966,730.20813085046,0,1
"809",0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,3335.94286137115,136.879236232293,1360.13948889603,997.386761741378,132608366.269167,110.197902231792,137.605511174401,117.735209456638,468.457173274012,827.541703580686,-231.894351905791,-318.327124257156,-114.198259348389,-1262.63606675379,2177.00598944782,289.968422944926,162.705262821105,201.314399960736,611.974447452357,432.940962870255,1177.71784149375,-285.240481803778,87.0349263229689,-487.52156316824,-125.579277392832,-139.651733347963,149.962833426673,582.648468117319,232.784238831699,0,1
"810",1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,-4593.70436967868,-11.6722023103436,-120.587973950713,-110.443254968882,3733228.34120585,-44.8987005397465,-172.930882721352,-5.69031766661736,1061.41882063072,815.09300265767,-186.133525994371,100.261096946426,-609.871158176168,-1544.7265245073,581.044634705303,-139.703338470927,-424.13035465927,686.847570075965,611.193521795468,176.902408648281,416.195718108634,505.922770531767,-121.096276600214,217.204722208314,44.6109443124589,393.226626267598,228.255437571895,-24.7692611968806,-335.56327408237,1,0
"811",0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,11140.2174486868,85.2733626826023,-3209.20370704202,768.442874099223,107434758.351654,-17.236912394468,267.069030842399,107.541874190286,5422.9641207586,5158.70320652001,5555.5984549811,3509.56398910355,5143.39867288399,2749.39390083816,653.679120691729,-860.433965382114,313.423680543219,641.266111367785,295.462710115104,199.167845935871,298.74783469628,31.4137381962769,-157.188791837562,-97.8246306529536,-77.5269273389462,-134.068498429308,-174.916947773577,150.387402926903,256.311142865837,0,0
"812",0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6233.68930272849,75.3278581305953,1345.99471214869,808.738273191651,-72500629.9654487,152.133604170883,697.977628216855,104.46651659869,2133.37498036828,1047.52753105308,1774.83392985069,2454.68674237648,1768.39643711666,1133.10324777705,168.126504344857,597.993294676967,817.722249563481,-133.167793265593,-880.905582039526,-413.936819543865,-677.84390126279,1178.60920727318,100.792254669025,-37.6029111538744,64.2821734925087,283.920907008974,116.221899877182,217.886876788078,272.501476260553,1,1
"813",1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,4377.90974675431,104.015091947053,3675.31045374975,943.265556344507,-68486102.2117041,94.2992002872008,1099.52780602938,95.8323619999516,-355.28328247234,685.498147999976,-408.078058314444,-849.062767116772,1.86165941197344,1444.78967631867,338.161474964817,1167.33590797638,1205.75090431671,1358.17504815693,1274.270654839,1522.35353468476,1770.31732318695,88.5473206218675,226.505334000025,604.690389312483,240.528702304979,252.056267101737,518.506759388173,145.53606741592,223.951238547987,0,0
"814",0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,-6449.90135343745,-42.3632006613984,10250.0734675586,4856.58636354372,-1441204.89805563,154.597243636931,1651.74141828173,28.752162137242,1757.6903724583,454.791099576185,668.677544638213,1762.16466489543,-104.997217068382,-50.3961177000739,-118.86504210749,2674.68072061025,2568.9364724585,2298.01796295964,3193.94857504322,2092.75088472155,2871.05576993473,1134.21757608437,1239.2799349165,1275.27386421469,1415.26007946126,1161.21581299867,1505.90958193229,1120.85210182205,969.357038019923,0,1
"815",1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,-626.16892942772,-3.85610320724353,6575.95204786219,2479.89178627883,-49730564.0063784,117.109905330087,1367.99611812111,92.4298584732364,566.032760433956,-20.1571274531561,-2656.39688279072,244.008583766972,-583.650248850373,-228.258437824434,156.007988823482,1236.19962474665,1778.42711243997,1962.5785624985,934.99131835878,1417.11803262865,1451.77035751562,1826.06949367926,404.679305880013,318.586264962928,462.990230354459,820.036104064066,475.358456297775,416.349628783209,511.097703370414,1,0
"816",0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,5266.8186573599,-14.0970126308764,6420.10808620247,3911.25924322535,71873201.5395392,98.0882659796953,1493.4488079978,115.910630518481,1070.52114088924,1940.44920149464,-963.280832372673,-171.256154457583,601.101777920607,329.793030121928,149.876313376388,1251.26114906587,1782.81853065743,2631.72449535073,1798.04765752784,1625.80395057293,2410.12061483294,1039.7687753297,611.01954869028,604.109231531533,864.497757748381,828.538084831426,857.45121454215,1050.60840220618,375.228200915291,1,1
"817",0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2119.87356337445,-47.1314821512397,4704.77205493555,1113.26217862411,75972870.3896394,72.7083164633163,1452.16219310348,100.174215224292,43.9083075728343,695.288220565943,133.239868477932,-650.533310315485,-474.804312408408,771.902727860614,-371.142541855419,1436.19587873067,689.778622170394,1906.414313015,644.211614372789,1661.44512093216,1026.70395002232,767.396045177665,367.219821605913,554.211682095609,238.121393125958,391.8069774423,187.821034455724,295.525083801717,355.251797670826,0,1
"818",1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,-4547.53291111106,-8.79026026687534,996.87418536093,-847.460328231544,38940424.123237,23.3196823704589,-83.7351186960383,-30.5342042029516,1231.58794489865,-454.057767244463,521.076398289618,-46.1099304209807,-338.668761140737,-440.0474904862,-197.701921720756,-56.5290273085051,-284.167868624473,546.57325856671,-625.9166079098,-262.570092182793,9.15391000772018,305.53549813934,191.849825402457,-17.5692257876877,247.383605211704,305.377378423054,22.1717990617147,-247.038221172221,-43.2522819196489,0,0
"819",1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,-4426.19414354499,7.60131777115909,3008.81590196228,1286.4719876377,111379659.028295,85.3686622529322,1191.96779389054,103.475660291985,343.299359616104,-673.987752207446,-83.8003849539997,-621.20559190858,214.363571369886,795.958819212554,-1080.71242732629,-242.571171884405,879.797909290143,-191.894221142791,1281.3755573938,1994.79936589532,2027.47037323535,1973.29798475985,13.7508734432044,-189.409946533942,-92.2108586075106,201.41801434961,545.998541305215,501.969973593169,370.009898715191,0,1
"820",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,5306.59800762689,66.988938615917,-1328.8230274887,1058.5873856276,34170032.7503269,11.7881974729629,-22.8793292477583,85.0897439037993,755.438628267836,2399.06215956218,2858.21040850333,3796.86152065006,-334.441383957132,-214.122768868381,-217.006405751902,673.750627887764,-85.7427887205625,-834.937955888589,247.859058650346,524.447175743266,384.997979361825,45.5117327191519,-95.9030693305293,215.411947977312,-93.5093327050601,-263.626091681894,259.320369799213,783.46647841821,1287.67492459977,1,0
"821",1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1736.92501073741,63.5926671570503,6646.50866939034,2554.6860735533,93646709.2055748,141.753142169921,1171.91557980117,89.7592040108635,-973.172313770625,740.631494610724,1259.19785947929,853.896402413379,59.4975633050566,2125.52518571712,-179.938742277308,2089.22246077522,1480.65931371286,2360.65327898806,1231.00680111228,1846.69950408406,1331.46008007032,1379.94265635621,535.998385004436,369.358417748579,573.502199303568,607.135139829318,742.012072843448,759.50007504062,590.684112389043,0,1
"822",1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2557.51558810207,28.6689492835902,7089.82307580045,2467.87501141813,81089123.3170418,82.2880357892158,904.724259928417,93.2938120243993,-701.563400613507,1019.56225616824,523.798691581358,987.625791428814,234.213181242825,-888.617582718006,-147.544998331608,2221.89186449683,1845.96606019461,572.826758614517,1192.09113946268,1748.39771084817,1890.81716194403,1720.48783020169,518.514543852805,369.673512660268,611.837714531996,493.991763009917,387.44378123479,497.119265217914,713.193379088853,0,1
"823",0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,781.726457824129,30.2938436555363,2625.21301661563,3124.3804395142,117461810.405986,94.5439500967796,1472.48996537101,79.4802815909809,-2173.17308975545,-284.625296313553,-1149.23474074788,-208.37679782262,1045.09471583812,1606.86251878678,-1331.91330976902,464.158966586992,127.110612693799,5.82929931639376,349.55252152826,73.9149891251881,281.755717867371,125.089820757916,542.018741019431,447.17966090249,726.915369407151,477.823479426982,964.844884990408,457.512499611107,991.909664553933,1,0
"824",0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,13015.4989787536,103.962140898683,1161.2698080252,1905.06754346426,208037057.497804,119.793384302905,236.011888677266,110.922028193081,-921.343989162619,-235.070994351866,2766.19059459275,2631.56471061389,2719.8509740596,4177.49411417741,4656.74150488216,1270.85773347605,2284.74224814549,-76.7071628195313,1467.35678313591,151.304670038352,-41.6343694297402,-429.986686995694,271.450230050597,467.416122328798,469.14250747347,574.201898320097,-202.047393101063,158.883148441501,138.451432036041,0,1
"825",1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,488.632723080154,-44.0321580664641,385.720894505009,2732.64387737587,-82436945.086572,127.05499058146,15.1326915695171,106.804905719361,-1109.00140582523,241.746366304184,984.405777714389,110.238362854426,-174.275533478741,-288.072926820573,-45.03920844891,197.067341114163,-71.051281146392,521.139749000671,-216.875951706712,-571.809759528059,-115.417741490855,70.7662876528385,806.668719460739,1153.29227651596,821.830643980851,862.006991327152,699.055878993765,672.280755040765,872.792313892157,1,1
"826",0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,5642.32187497887,106.500177870352,2338.15884526047,2301.62786877205,83118132.6829197,88.6119807755092,1114.93518838195,85.9548630515725,414.494304540986,780.774518420951,1710.52050198511,1026.86412577717,733.227306229225,1490.18939746514,2011.32721071941,2629.72763034492,2043.07477858353,2051.6063733089,1489.32786256906,471.957794224069,770.13211351495,1065.61822667855,403.952223996753,587.558785804903,240.873892376263,765.466894109868,658.961154857176,820.036345037576,670.657789712234,1,1
"827",0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,-3377.77101377707,4.0493447489313,-2613.29393015655,-419.511566208441,84929942.5235536,18.510043594231,-164.426809620536,17.4431257070143,600.343046085389,-195.163233733639,995.189514134627,-1169.58230807245,-243.006093057589,1387.61087976791,-272.021894962377,227.522228762356,592.021686039662,708.152378110186,-346.131730659155,483.885779819333,-34.0956471869057,-294.860908327254,-222.384379252352,109.947011382168,-191.671840305882,85.6329972278528,98.0311861551645,368.278005572426,-218.082101284201,1,1
"828",1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,23550.8319725812,62.0626832592394,1771.53517418952,543.825632039371,261045491.824381,37.5168389126611,-283.920734646579,-44.8869430831632,2662.15919889816,2252.31610228271,4477.04558020344,5834.71983693951,6031.85539307703,3661.24552042326,3493.5126125391,-1279.34588207155,-395.641526497057,322.501747284019,-77.6420966512797,426.893207365545,-227.67629233522,498.118856839129,155.36875799197,637.330615859699,278.006624523745,-11.663666147583,-559.152419884654,72.5128906179347,513.625302083487,0,1
"829",0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,-2956.64338720686,95.3175277884146,8091.51835153395,3972.4965700324,83665995.524756,94.501655112324,1503.01780938798,115.037690557792,-917.721302980048,128.2238182138,528.897909851363,981.839260976532,-186.331516474699,-566.507366028174,769.869442767039,2295.58090621538,2262.35311471265,1751.60782650362,2575.12378624695,1348.89138102509,2717.86181579148,1688.79318920903,899.655073237029,841.973878145659,1048.37793487706,940.451278090134,851.795338824455,956.561207410109,703.777711405962,0,1
